image_path,image_name,true_label,true_class,probability_fake,prediction_default,predicted_class
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00320.png,00320.png,0,real,0.2451140284538269,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00322.png,00322.png,0,real,0.946624755859375,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00333.png,00333.png,0,real,0.3603214621543884,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00335.png,00335.png,0,real,0.518419623374939,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00336.png,00336.png,0,real,0.22644264996051788,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00339.png,00339.png,0,real,0.258739173412323,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00347.png,00347.png,0,real,0.3033095598220825,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00348.png,00348.png,0,real,0.11548370122909546,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00360.png,00360.png,0,real,0.16128301620483398,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00361.png,00361.png,0,real,0.15726231038570404,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00363.png,00363.png,0,real,0.6720085144042969,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00370.png,00370.png,0,real,0.2197449803352356,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00379.png,00379.png,0,real,0.9448297619819641,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00395.png,00395.png,0,real,0.03693319484591484,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00398.png,00398.png,0,real,0.4021618962287903,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00401.png,00401.png,0,real,0.16067153215408325,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00406.png,00406.png,0,real,0.03719395026564598,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00413.png,00413.png,0,real,0.8075780272483826,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00415.png,00415.png,0,real,0.9437882304191589,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00420.png,00420.png,0,real,0.0818549394607544,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00425.png,00425.png,0,real,0.07319291681051254,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00431.png,00431.png,0,real,0.46322277188301086,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00437.png,00437.png,0,real,0.5334233641624451,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00438.png,00438.png,0,real,0.0031202207319438457,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00439.png,00439.png,0,real,0.05617338418960571,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00440.png,00440.png,0,real,0.6914071440696716,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00441.png,00441.png,0,real,0.061531804502010345,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00442.png,00442.png,0,real,0.947335958480835,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00444.png,00444.png,0,real,0.8972630500793457,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00455.png,00455.png,0,real,0.17199626564979553,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00458.png,00458.png,0,real,0.8658324480056763,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00462.png,00462.png,0,real,0.9521393775939941,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00469.png,00469.png,0,real,0.785815417766571,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00476.png,00476.png,0,real,0.08566844463348389,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00478.png,00478.png,0,real,0.9466997385025024,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00479.png,00479.png,0,real,0.3079823851585388,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00483.png,00483.png,0,real,0.7682089805603027,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00484.png,00484.png,0,real,0.047143444418907166,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00495.png,00495.png,0,real,0.5983525514602661,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00499.png,00499.png,0,real,0.002772351959720254,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00504.png,00504.png,0,real,0.9728076457977295,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00507.png,00507.png,0,real,0.9357923269271851,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00510.png,00510.png,0,real,0.12533938884735107,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00511.png,00511.png,0,real,0.7203859686851501,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00516.png,00516.png,0,real,0.7117328643798828,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00519.png,00519.png,0,real,0.9155075550079346,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00537.png,00537.png,0,real,0.10962200909852982,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00538.png,00538.png,0,real,0.7833696603775024,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00559.png,00559.png,0,real,0.09915401041507721,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00561.png,00561.png,0,real,0.9609646201133728,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00564.png,00564.png,0,real,0.12320026010274887,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00565.png,00565.png,0,real,0.2264786958694458,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00570.png,00570.png,0,real,0.6171587109565735,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00581.png,00581.png,0,real,0.9564365148544312,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00582.png,00582.png,0,real,0.9402226209640503,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00591.png,00591.png,0,real,0.33255085349082947,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00599.png,00599.png,0,real,0.49902376532554626,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00601.png,00601.png,0,real,0.8745088577270508,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00609.png,00609.png,0,real,0.21532753109931946,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00612.png,00612.png,0,real,0.36054518818855286,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00625.png,00625.png,0,real,0.8628718256950378,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00626.png,00626.png,0,real,0.17233671247959137,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00629.png,00629.png,0,real,0.6596719026565552,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00636.png,00636.png,0,real,0.0671343058347702,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00639.png,00639.png,0,real,0.9145513772964478,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00642.png,00642.png,0,real,0.9276866316795349,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00644.png,00644.png,0,real,0.09784887731075287,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00646.png,00646.png,0,real,0.669146716594696,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00648.png,00648.png,0,real,0.9503028988838196,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00675.png,00675.png,0,real,0.43323054909706116,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00679.png,00679.png,0,real,0.8452993035316467,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00682.png,00682.png,0,real,0.1654355376958847,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00687.png,00687.png,0,real,0.5976530313491821,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00689.png,00689.png,0,real,0.06227702274918556,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00690.png,00690.png,0,real,0.9308108687400818,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00691.png,00691.png,0,real,0.37997159361839294,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00692.png,00692.png,0,real,0.12371036410331726,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00693.png,00693.png,0,real,0.869888424873352,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00695.png,00695.png,0,real,0.3641359508037567,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00713.png,00713.png,0,real,0.19089773297309875,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00716.png,00716.png,0,real,0.12546391785144806,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00723.png,00723.png,0,real,0.5430529117584229,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00728.png,00728.png,0,real,0.7967840433120728,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00731.png,00731.png,0,real,0.6935327053070068,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00738.png,00738.png,0,real,0.0670284628868103,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00748.png,00748.png,0,real,0.1268751174211502,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00760.png,00760.png,0,real,0.892795205116272,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00762.png,00762.png,0,real,0.09985838085412979,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00765.png,00765.png,0,real,0.6864205598831177,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00767.png,00767.png,0,real,0.8361154198646545,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00768.png,00768.png,0,real,0.05589936673641205,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00779.png,00779.png,0,real,0.40838679671287537,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00789.png,00789.png,0,real,0.40686342120170593,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00791.png,00791.png,0,real,0.9504803419113159,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00802.png,00802.png,0,real,0.08312239497900009,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00809.png,00809.png,0,real,0.8365182280540466,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00810.png,00810.png,0,real,0.9294176697731018,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00811.png,00811.png,0,real,0.08571368455886841,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00820.png,00820.png,0,real,0.9232210516929626,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00825.png,00825.png,0,real,0.5633565187454224,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00832.png,00832.png,0,real,0.9199863076210022,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00837.png,00837.png,0,real,0.889292299747467,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00839.png,00839.png,0,real,0.9021103978157043,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00846.png,00846.png,0,real,0.17758703231811523,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00850.png,00850.png,0,real,0.05970744788646698,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00855.png,00855.png,0,real,0.6957801580429077,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00862.png,00862.png,0,real,0.02686168998479843,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00870.png,00870.png,0,real,0.9368720650672913,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00872.png,00872.png,0,real,0.07122615724802017,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00875.png,00875.png,0,real,0.6661179065704346,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00878.png,00878.png,0,real,0.9571653604507446,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00892.png,00892.png,0,real,0.9449852705001831,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00896.png,00896.png,0,real,0.7601916790008545,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00898.png,00898.png,0,real,0.943146288394928,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00906.png,00906.png,0,real,0.32682567834854126,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00909.png,00909.png,0,real,0.1941363662481308,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00911.png,00911.png,0,real,0.2570244073867798,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00916.png,00916.png,0,real,0.30440083146095276,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00922.png,00922.png,0,real,0.5896792411804199,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00946.png,00946.png,0,real,0.289777547121048,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00948.png,00948.png,0,real,0.8192402124404907,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00949.png,00949.png,0,real,0.48446083068847656,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00957.png,00957.png,0,real,0.08305332064628601,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00960.png,00960.png,0,real,0.10251642763614655,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00966.png,00966.png,0,real,0.2662639319896698,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00969.png,00969.png,0,real,0.5923970937728882,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00974.png,00974.png,0,real,0.8248627185821533,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00979.png,00979.png,0,real,0.04895788058638573,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00987.png,00987.png,0,real,0.015406182035803795,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00988.png,00988.png,0,real,0.17576941847801208,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00996.png,00996.png,0,real,0.33209240436553955,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00997.png,00997.png,0,real,0.9578868746757507,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\00998.png,00998.png,0,real,0.09949963539838791,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01000.png,01000.png,0,real,0.9328001141548157,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01005.png,01005.png,0,real,0.17667868733406067,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01009.png,01009.png,0,real,0.5864309072494507,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01014.png,01014.png,0,real,0.8690696358680725,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01020.png,01020.png,0,real,0.5440852642059326,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01035.png,01035.png,0,real,0.8924453854560852,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01038.png,01038.png,0,real,0.7616454362869263,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01039.png,01039.png,0,real,0.08104201406240463,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01048.png,01048.png,0,real,0.9359069466590881,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01049.png,01049.png,0,real,0.09958284348249435,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01051.png,01051.png,0,real,0.3414221704006195,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01052.png,01052.png,0,real,0.35776668787002563,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01053.png,01053.png,0,real,0.7149320244789124,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01056.png,01056.png,0,real,0.7480418682098389,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01057.png,01057.png,0,real,0.8481124639511108,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01058.png,01058.png,0,real,0.9292907118797302,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01059.png,01059.png,0,real,0.9481633901596069,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01060.png,01060.png,0,real,0.545322597026825,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01064.png,01064.png,0,real,0.43749088048934937,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01066.png,01066.png,0,real,0.9600988030433655,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01076.png,01076.png,0,real,0.9377018809318542,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01078.png,01078.png,0,real,0.14433223009109497,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01084.png,01084.png,0,real,0.2328101247549057,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01091.png,01091.png,0,real,0.06367930769920349,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01095.png,01095.png,0,real,0.07997964322566986,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01100.png,01100.png,0,real,0.5878968238830566,1,fake
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01109.png,01109.png,0,real,0.11198627203702927,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01111.png,01111.png,0,real,0.35829925537109375,0,real
C:\Users\diabo\Desktop\FFHQ-FaceFusion-10k\real\01118.png,01118.png,0,real,0.06038910895586014,0,real
